problem_id,domain,problem,previous_steps,current_step,next_step,step_index,label,error_type,explanation,source
arith-3-4-6152,arithmetic,Вычислите 3 + 4.,3 + 4 = 7.,Ответ: 8.,,3,incorrect,wrong_final_answer,Финальный ответ не совпадает с вычислением.,toy_synthetic_baseline
mat--1-3--2-1-7375,linear_algebra,"Найдите determinant матрицы [[-1, 3], [-2, 1]].",,det A = -1*1 - 3*-2.,det A = 5.,1,correct,none,Формула определителя 2x2 записана верно.,toy_synthetic_baseline
mat--1-3--2-1-7375,linear_algebra,"Найдите determinant матрицы [[-1, 3], [-2, 1]].",,det A = -1*1 + 3*-2 = -7.,,1,incorrect,sign_error,В формуле определителя нужен минус.,toy_synthetic_baseline
mat--1-3--2-1-7375,linear_algebra,"Найдите determinant матрицы [[-1, 3], [-2, 1]].",det A = -1*1 - 3*-2.,Ответ: det A = 5.,,2,correct,none,Ответ согласован с вычислением.,toy_synthetic_baseline
comb-9-3-2284,combinatorics,Сколькими способами можно выбрать 3 объектов из 9?,,"Используем сочетания C(9,3).",,1,correct,none,"Порядок выбора не важен, поэтому нужны сочетания.",toy_synthetic_baseline
comb-9-3-2284,combinatorics,Сколькими способами можно выбрать 3 объектов из 9?,,"Используем размещения A(9,3).",,1,incorrect,wrong_formula,"Выбранная формула учитывает порядок, которого нет в условии.",toy_synthetic_baseline
comb-9-3-2284,combinatorics,Сколькими способами можно выбрать 3 объектов из 9?,"Используем C(9,3).",Без дополнительных вычислений получаем число способов.,,2,suspicious,invalid_transition,Не показано вычисление сочетаний.,toy_synthetic_baseline
lin-2-7-7499,linear_algebra,"Решите систему: x + y = 9, x - y = -5.",,Значит после сложения уравнений: 2x = 4.,Получаем x = 2.,1,correct,none,Сложение уравнений выполнено корректно.,toy_synthetic_baseline
lin-2-7-7499,linear_algebra,"Решите систему: x + y = 9, x - y = -5.",Значит после сложения уравнений: 2x = 4.,Получаем x = 2.,Тогда y = 9 - 2 = 7.,2,correct,none,Значение x найдено верно.,toy_synthetic_baseline
lin-2-7-7499,linear_algebra,"Решите систему: x + y = 9, x - y = -5.",Значит после сложения уравнений: 2x = 4. ||| Получаем x = 2.,Дальше сразу находим y.,"Ответ: x = 2, y = 7.",3,suspicious,missing_condition,Нет явной подстановки в одно из уравнений.,toy_synthetic_baseline
lin-2-7-7499,linear_algebra,"Решите систему: x + y = 9, x - y = -5.",Значит после сложения уравнений: 2x = 4. ||| Получаем x = 2.,Тогда y = 9 - 2 = 6.,"Ответ: x = 2, y = 6.",3,incorrect,wrong_substitution,Подстановка в первое уравнение дала неверное значение y.,toy_synthetic_baseline
comb-7-3-8075,combinatorics,Сколькими способами можно выбрать 3 объектов из 7?,,"Используем сочетания C(7,3).",,1,correct,none,"Порядок выбора не важен, поэтому нужны сочетания.",toy_synthetic_baseline
comb-7-3-8075,combinatorics,Сколькими способами можно выбрать 3 объектов из 7?,,"Используем размещения A(7,3).",,1,incorrect,wrong_formula,"Выбранная формула учитывает порядок, которого нет в условии.",toy_synthetic_baseline
comb-7-3-8075,combinatorics,Сколькими способами можно выбрать 3 объектов из 7?,"Используем C(7,3).",Сразу видно получаем число способов.,,2,suspicious,invalid_transition,Не показано вычисление сочетаний.,toy_synthetic_baseline
comb-9-4-5037,combinatorics,Сколькими способами можно выбрать 4 объектов из 9?,,"Используем сочетания C(9,4).",,1,correct,none,"Порядок выбора не важен, поэтому нужны сочетания.",toy_synthetic_baseline
comb-9-4-5037,combinatorics,Сколькими способами можно выбрать 4 объектов из 9?,,"Используем размещения A(9,4).",,1,incorrect,wrong_formula,"Выбранная формула учитывает порядок, которого нет в условии.",toy_synthetic_baseline
comb-9-4-5037,combinatorics,Сколькими способами можно выбрать 4 объектов из 9?,"Используем C(9,4).",Очевидно получаем число способов.,,2,suspicious,invalid_transition,Не показано вычисление сочетаний.,toy_synthetic_baseline
prob-5-3-7383,probability,В урне 5 красных и 3 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,,Вероятность первого красного шара равна 5/8.,Вероятность второго красного шара равна 4/7.,1,correct,none,Вероятность первого выбора записана верно.,toy_synthetic_baseline
